created_date,latitude,longitude
"2018-07-29 12:09:06",20.61477172,-100.35581924
"2018-07-29 15:46:39",20.61488563,-100.35599224
"2018-07-29 22:33:34",20.61484317,-100.35611847
"2018-07-29 22:33:34",20.61485181,-100.35599099
"2018-07-31 18:16:54",20.61484632,-100.35599560
"2018-07-31 18:16:54",20.61445418,-100.40992941
"2018-07-31 18:16:54",20.61410959,-100.41097065
"2018-07-31 18:16:54",20.61356704,-100.41042872
"2018-08-01 16:45:29",20.61541277,-100.38804380
"2018-08-01 16:45:29",20.61388600,-100.36838564
"2018-08-01 16:45:29",20.61471874,-100.35584673
"2018-08-01 16:45:29",20.61461549,-100.35579286
"2018-08-01 20:56:13",20.61146493,-100.40887136
"2018-08-01 20:56:13",20.61650096,-100.39204560
"2018-08-01 20:56:13",20.61085727,-100.37631720
"2018-08-01 20:56:13",20.61491087,-100.35939679
"2018-08-01 20:56:13",20.61488898,-100.35576308
"2018-08-01 20:56:13",20.61489112,-100.35602703
"2018-08-01 20:56:13",20.61486539,-100.35598638
"2018-08-02 20:26:49",20.61478869,-100.35606064
"2018-08-02 20:26:49",20.60489147,-100.38072179
"2018-08-04 15:59:14",20.56132900,-100.36963438
"2018-08-04 15:59:14",20.56129501,-100.36969741
"2018-08-05 09:52:05",20.56132950,-100.36971937
"2018-08-05 09:52:05",20.61476707,-100.35605419
"2018-08-06 00:38:44",20.61491421,-100.35610640
"2018-08-06 06:20:20",20.61476304,-100.35587976
"2018-08-08 07:06:55",20.61479975,-100.35605527
"2018-08-08 07:06:55",20.61483617,-100.35631964
"2018-08-09 18:30:31",20.61421948,-100.40370950
"2018-08-10 14:27:55",20.61307266,-100.40370874
"2018-08-10 14:27:55",20.61329793,-100.40397822
"2018-08-10 14:27:55",20.61326830,-100.40396716
"2018-08-10 14:27:55",20.61320317,-100.40395794
"2018-08-13 12:12:40",20.61181784,-100.40825729
"2018-08-14 16:48:17",20.61142105,-100.40835131
"2018-08-14 16:48:17",20.61672406,-100.39767661
"2018-08-14 16:48:17",20.61030945,-100.38099006
"2018-08-14 16:48:17",20.61309264,-100.36961109
"2018-08-14 16:48:17",20.61465466,-100.35586727
"2018-08-14 16:48:17",20.61483215,-100.35521063
"2018-08-14 16:48:17",20.61486237,-100.35612828
"2018-08-14 16:48:17",20.61485826,-100.35592804
"2018-08-14 16:48:17",20.61462600,-100.35599736
"2018-08-14 21:33:05",20.61328695,-100.40308085
"2018-08-21 13:50:44",20.61340014,-100.40648298
"2018-08-21 13:50:44",20.61344893,-100.40393941
"2018-08-21 13:50:44",20.61326411,-100.40403781
"2018-08-21 13:50:44",20.61330824,-100.40403815
"2018-08-21 13:57:48",20.61331029,-100.40401124
"2018-08-21 14:24:29",20.61335912,-100.40400077
"2018-08-21 20:29:34",20.61205334,-100.40741874
"2018-08-21 20:29:34",20.61192568,-100.40824897
"2018-08-21 20:29:34",20.61176523,-100.40821134
"2018-08-22 16:08:51",20.61176990,-100.40828784
"2018-08-22 16:57:03",20.61425443,-100.40366960
"2018-08-23 11:56:46",20.61214064,-100.40867041
"2018-08-23 11:56:46",20.61177917,-100.40826380
"2018-08-23 11:56:46",20.61177699,-100.40828350
"2018-08-24 16:58:51",20.61625942,-100.40130766
"2018-08-24 16:58:51",20.61625854,-100.40127036
"2018-08-24 18:21:57",20.61484041,-100.35592292
"2018-08-27 13:31:40",20.61484720,-100.35588663
"2018-08-27 13:31:40",20.61484342,-100.35608386
"2018-08-27 21:48:27",20.61476598,-100.35603658
"2018-08-29 07:48:19",20.61486019,-100.35600071
"2018-08-29 15:49:44",20.61414278,-100.40335377
"2018-08-29 15:49:44",20.61414815,-100.40330490
"2018-08-29 15:57:18",20.61178893,-100.40828266
"2018-08-29 16:03:49",20.61334633,-100.40648961
"2018-08-30 10:50:57",20.61426084,-100.40365770
"2018-08-30 11:55:20",20.61186337,-100.40830992
"2018-09-07 17:17:26",20.61198272,-100.40843320
"2018-09-07 17:17:26",20.62155062,-100.38564406
"2018-09-13 08:38:27",20.61436411,-100.40363909
"2018-10-07 16:10:09",20.60883662,-100.35073369
"2018-10-07 16:10:09",20.60916305,-100.35029087
